E1,E2,E3,E4,E5,24-bit color
0.6565565497591596,0.09618837315764378,0.15433573074643947,0.053273261646268645,0.03964608469048852,16773825
0.6500612119357796,0.051446379070584816,0.20382434930196205,0.049601396536303896,0.04506666315536955,16771788
0.05449832042988079,0.3980255753408865,0.39403261253241584,0.10205336083230364,0.051390130864513356,16771288
0.3006368646655486,0.049698041462627525,0.5001583282490885,0.05115104991268041,0.098355715710055,16771278
0.04572738479095431,0.3485894463702092,0.4567290568724618,0.1004409049868545,0.0485132069795202,16770518
0.29767174403180546,0.09758374227451058,0.4504981204868087,0.05190315069865589,0.10234324250821925,16770510
0.7578990504515196,0.047031545183340295,0.04551005361030408,0.09435690020610303,0.05520245054873305,16573101
0.05404459666393238,0.6502270768258583,0.1477984934541238,0.09487712905670602,0.053052703999379495,16380655
0.053650767728603506,0.5994492592153139,0.19311676884696719,0.10076216194993005,0.05302104225918534,16379885
0.0474098141524285,0.3024716224662816,0.4954637383845981,0.10096462487223413,0.053690200124457715,16377297
0.7077112967910533,0.10143953090619733,0.04310448479134678,0.10017622665450261,0.047568460856900134,16377266
0.2958945856360554,0.14742057589115395,0.40578819231477536,0.04820613167396142,0.10269051448405384,16376536
0.042303583554586244,0.24901978326871177,0.5547603062060958,0.10121327038111311,0.05270305658949308,16376524
0.053398812416187,0.19952891414033633,0.5984064265823676,0.10137109674182232,0.0472947501192867,16376006
0.8067679149359417,0.04098456853164626,0.04510919546756256,0.0530996863491091,0.05403863471574036,16375983
0.05445692199492033,0.14633837012733228,0.646073243009659,0.10196190046121902,0.051169564406869414,16374724
0.052042232641325875,0.7551927658506891,0.049515983317952886,0.0990540525897862,0.04419496560024591,16249583
0.09965782922921616,0.5447454495514624,0.19811415549105013,0.10420493444367397,0.053277631284597296,16248293
0.6066116088288969,0.051127702027563185,0.1479996596288718,0.10224155403653104,0.09201947547813712,16248255
0.04533292196409699,0.5571902126249921,0.2532235887028904,0.1015687678766317,0.042684508831388794,16247528
0.047421765285844714,0.5033681830962429,0.2977697421295846,0.10788868523390122,0.04355162425442657,16247010
0.04834852345624488,0.4513240419806947,0.35371672532497095,0.10515366051526151,0.04145704872282789,16246240
0.30548206658188953,0.2035278086211156,0.3471131140290638,0.04285165729021025,0.10102535347772086,16245462
